1;-20.2014567;-40.234235
2;-20.2014217;-40.2342483
3;-20.2013717;-40.2343117
4;-20.2013933;-40.2343133
5;-20.2013883;-40.234315
6;-20.2014533;-40.23432
7;-20.2015217;-40.2343433
8;-20.201595;-40.2343833
9;-20.20156;-40.2344583
10;-20.2015483;-40.2344883
11;-20.2653953;-40.2564142
12;-20.2569651;-40.2655954
13;-20.2569652;-40.2655954
14;-20.2569654;-40.2655954
15;-20.2569654;-40.2655955
16;-20.2569655;-40.2655956
17;-20.2569656;-40.2655957
18;-20.2569657;-40.2655957
19;-20.2569656;-40.2655958
20;-20.2569657;-40.2655958
21;-20.2569656;-40.2655959
22;-20.2569658;-40.2655959
23;-20.2569707;-40.2656032
24;-20.2569681;-40.2656091
25;-20.2569693;-40.2656129
26;-20.2569978;-40.2656566
27;-20.2575948;-40.2657224
28;-20.2569985;-40.2657422
29;-20.2575079;-40.2657477
30;-20.2576919;-40.2658038
31;-20.2574422;-40.2658198
32;-20.2570078;-40.2658457
33;-20.2573468;-40.2659324
34;-20.2578483;-40.2659513
35;-20.2570324;-40.2659937
36;-20.2579026;-40.2660088
37;-20.2572182;-40.2660586
38;-20.2571363;-40.2660657
39;-20.2579518;-40.2660823
40;-20.2579163;-40.2662108
41;-20.257751;-40.2664215
42;-20.2575715;-40.2666271
43;-20.2573925;-40.2668139
44;-20.2572768;-40.2668728
45;-20.2572765;-40.2668729
46;-20.2572826;-40.2668768
47;-20.2572832;-40.26688
48;-20.2572875;-40.2668866
49;-20.2572654;-40.2668874
50;-20.2573082;-40.2668939
51;-20.257289;-40.266895
52;-20.2572474;-40.2669063
53;-20.2572148;-40.266942
54;-20.257197;-40.2669644
55;-20.265573;-40.2670219
56;-20.257169;-40.2670276
57;-20.2654365;-40.267041
58;-20.2657197;-40.2670465
59;-20.2652108;-40.2670471
60;-20.2571606;-40.2670675
61;-20.2650104;-40.2670716
62;-20.2647171;-40.2670866
63;-20.2637225;-40.2670949
64;-20.2644385;-40.2670977
65;-20.2637683;-40.2670982
66;-20.2637701;-40.267102
67;-20.2638057;-40.2671029
68;-20.263766;-40.2671053
69;-20.263625;-40.2671056
70;-20.2637593;-40.267107
71;-20.2637557;-40.2671077
72;-20.2637544;-40.267108
73;-20.2641724;-40.2671081
74;-20.2637537;-40.2671089
75;-20.2637536;-40.2671091
76;-20.2637535;-40.2671093
77;-20.2637534;-40.2671113
78;-20.2633952;-40.2671144
79;-20.263177;-40.2671177
80;-20.2639396;-40.2671205
81;-20.2571689;-40.2671245
82;-20.2629389;-40.2671263
83;-20.2658014;-40.2671481
84;-20.2625979;-40.2671509
85;-20.262385;-40.2671688
86;-20.2620433;-40.2671736
87;-20.2617307;-40.2671921
88;-20.2615385;-40.2672029
89;-20.2612599;-40.2672237
90;-20.2610901;-40.26723
91;-20.2606641;-40.2672318
92;-20.2605482;-40.2672369
93;-20.260694;-40.2672376
94;-20.257193;-40.2672381
95;-20.2604419;-40.2672382
96;-20.2608572;-40.2672409
97;-20.2606938;-40.2672458
98;-20.2606847;-40.2672508
99;-20.2606847;-40.2672517
100;-20.2607543;-40.2672521
101;-20.2606889;-40.267253
102;-20.2606858;-40.2672532
103;-20.260221;-40.2672534
104;-20.2606813;-40.2672538
105;-20.2600394;-40.2672702
106;-20.2597601;-40.2672831
107;-20.2595883;-40.2672874
108;-20.2593602;-40.2672996
109;-20.2590852;-40.267309
110;-20.2591944;-40.2673136
111;-20.2589431;-40.26732
112;-20.2585563;-40.2673279
113;-20.2588127;-40.2673322
114;-20.2586688;-40.2673339
115;-20.2584356;-40.2673402
116;-20.2581808;-40.2673488
117;-20.2579273;-40.2673537
118;-20.2572166;-40.2673592
119;-20.2577515;-40.2673699
120;-20.2573557;-40.2673899
121;-20.2574947;-40.2673944
122;-20.2572951;-40.2673957
123;-20.2658967;-40.2674069
124;-20.2659759;-40.2676248
125;-20.2660271;-40.2677456
126;-20.2661367;-40.2679801
127;-20.2661937;-40.2681005
128;-20.26626;-40.2682046
129;-20.2663028;-40.2683155
130;-20.2663689;-40.2685184
131;-20.2663982;-40.2686031
132;-20.2664297;-40.2686806
133;-20.2664669;-40.2687457
134;-20.2665098;-40.2688571
135;-20.26653;-40.2688999
136;-20.2665405;-40.2689269
137;-20.2665361;-40.2689602
